AOT87930.1	AOT87930.1
AOT92951.1	AOT92951.1
AOT92973.1	AOT92973.1
AOT92973.1	AOT92984.1
AOT92973.1	AOZ86169.1
AOT92973.1	ANM93360.1
AOT92973.1	ANM87180.1
AOT92973.1	ANM88520.1
AOT92973.1	ANM89609.1
AOT92973.1	AKJ81720.1
AOT92973.1	AKJ82438.1
AOT92973.1	AKJ82460.1
AOT92973.1	AIL90187.1
AOT92973.1	AEA29296.1
AOT92973.1	AFN17766.1
AOT92973.1	ADK21960.1
AOT92973.1	BAQ19455.1
AOT92973.1	BAQ19465.1
AOT93028.1	AOT93028.1
AOT93028.1	AOO54020.1
AOT93028.1	ATJ01691.1
AOT93094.1	AOT93094.1
AOT93094.1	AOT87039.1
AOT93116.1	AOT93116.1
AOT93171.1	AOT93171.1
AOT93171.1	AOZ85655.1
AOT93171.1	ANM91765.1
AOT93171.1	ANM92029.1
AOT93171.1	ANM87937.1
AOT93171.1	ANE29346.1
AOT93171.1	AHM98533.1
AOT93193.1	AOT93193.1
AOT93193.1	ANM94658.1
AOT93193.1	AHY20895.1
AOT93193.1	AHY20897.1
AOT93193.1	AHY20899.1
AOT93193.1	AHY20901.1
AOT93193.1	AHM98719.1
AOT93215.1	AOT93215.1
AOT93226.1	AOT93226.1
AOT93226.1	ALE66416.1
AOT93226.1	AIL94602.1
AOT93314.1	AOT93314.1
AOT93314.1	APT38346.1
AOT93325.1	AOT93325.1
AOT93325.1	AOT93336.1
AOT93325.1	AOT88447.1
AOT93325.1	ANM92359.1
AOT93325.1	ANM92557.1
AOT93325.1	ANM93206.1
AOT93325.1	ANM94482.1
AOT93325.1	ANE29529.1
AOT93325.1	ALJ54182.1
AOT93325.1	ALJ54286.1
AOT93325.1	AQS97018.1
AOT93325.1	AHM98489.1
AOT93325.1	AFX96911.1
AOT93325.1	ADO12160.1
AOT93325.1	ADO12170.1
AOT93325.1	ADO12180.1
AOT93325.1	ADO12440.1
AOT93325.1	ADO12450.1
AOT93325.1	ADO12460.1
AOT93325.1	ADO12570.1
AOT93325.1	ADO12580.1
AOT93325.1	ADO12610.1
AOT93325.1	ADP95390.1
AOT93325.1	ADI49399.1
AOT93325.1	BAM34408.1
AOT93567.1	AOT93567.1
AOT93567.1	ANM95098.1
AOT93567.1	ARO43851.1
AOT93567.1	ARO43862.1
AOT93622.1	AOT93622.1
AOT93622.1	AUH29096.1
AOT93622.1	AUH29590.1
AOT93622.1	AUH31216.1
AOT93622.1	AUH31239.1
AOT93622.1	AUP47951.1
AOT93644.1	AOT93644.1
AOW44628.1	AOW44628.1
AOW44682.1	AOW44682.1
AOW44682.1	ANM88278.1
AOW44788.1	AOW44788.1
AOW44836.1	AOW44836.1
AOW44836.1	AUC64300.1
AOX49824.1	AOX49824.1
AOX49844.1	AOX49844.1
AOX49844.1	APC58072.1
AOX49844.1	APP92016.1
AOX49844.1	AOT22454.1
AOX49844.1	AOT22525.1
AOX49844.1	AOT22605.1
AOX49844.1	AOT22635.1
AOZ81469.1	AOZ81469.1
AOZ81469.1	AOT87402.1
AOZ81469.1	AOT87798.1
AOZ81469.1	ANM91501.1
AOZ81469.1	ANM91963.1
AOZ81469.1	ANM93118.1
AOZ81469.1	AKQ11951.1
AOZ81469.1	AKQ12237.1
AOZ81469.1	AKQ12303.1
AOZ81469.1	AFN19930.1
AOZ81500.1	AOZ81500.1
AOZ81500.1	ANM89565.1
AOZ81532.1	AOZ81532.1
AOZ81532.1	APC59900.1
AOZ81532.1	ANM93283.1
AOZ81532.1	ANM93965.1
AOZ81532.1	APT37705.1
AOZ81541.1	AOZ81541.1
AOZ81541.1	APC58353.1
AOZ81541.1	AOT87589.1
AOZ81541.1	AOT88458.1
AOZ81541.1	ANM92227.1
AOZ81541.1	ANM93426.1
AOZ81541.1	ANM93580.1
AOZ81541.1	ANM94240.1
AOZ81541.1	ANM87004.1
AOZ81541.1	ANE29106.1
AHX38644.1	AHX38644.1
AHX38644.1	AHX39020.1
AHY84453.1	AHY84453.1
AHY84607.1	AHY84607.1
AHY84618.1	AHY84618.1
AHY84651.1	AHY84651.1
AHY95133.1	AHY95133.1
AHZ65784.1	AHZ65784.1
AHZ65784.1	AHZ65794.1
AHZ96070.1	AHZ96070.1
AHZ96070.1	AGF37755.1
AIC64644.1	AIC64644.1
AIC64644.1	AIC64655.1
AIC64644.1	AIC64666.1
AIC64644.1	AIC64677.1
AIC64644.1	AIC64688.1
AIC64644.1	AIC64711.1
AIC64644.1	AIE52308.1
AIC64644.1	AIE52322.1
AIC64644.1	AGI52696.1
AIC64644.1	AGI53389.1
AIC64644.1	AGI54078.1
AIC64644.1	AGI54210.1
AIC64644.1	AGI54347.1
AIC64644.1	AHL80802.1
AIC64644.1	AHL80879.1
AIC64644.1	AHL80901.1
AIC64644.1	AEN55415.1
AIC64644.1	AEJ10567.1
AIC64644.1	AEJ10577.1
AIC64644.1	AEL89314.1
AIC64644.1	AEL89334.1
AIC64644.1	AEL89344.1
AIC64644.1	AEL89374.1
AIC64644.1	AEL89398.1
AIC64644.1	AEL89408.1
AIC64644.1	AEL89428.1
AIC64644.1	AEL89468.1
AIC64644.1	AEL89478.1
AIC64644.1	AEL89648.1
AIC64644.1	AEL89778.1
AIC64644.1	AEL89849.1
AIC64644.1	ADX98835.1
AIC64644.1	ADM12978.1
AIC64644.1	ADM13248.1
AIC64644.1	ADM31615.1
AIC64644.1	ADM31635.1
AIC64644.1	ADM31685.1
AIC64644.1	ADI99637.1
AIC64644.1	ADJ80691.1
AIC64644.1	ADJ80751.1
AIC64644.1	ADJ80875.1
AIC64644.1	ADJ80917.1
AIC64644.1	ADJ80964.1
AIC64644.1	ADJ81000.1
AIC64644.1	ADJ81060.1
AIC64644.1	ADJ81070.1
AIC64769.1	AIC64769.1
AIC64808.1	AIC64808.1
AIC65396.1	AIC65396.1
AIC65396.1	AIC65407.1
AIC65418.1	AIC65418.1
AIC65428.1	AIC65428.1
AIC65459.1	AIC65459.1
AIC65470.1	AIC65470.1
AIC65470.1	AIC65536.1
AIC65470.1	AIC65707.1
AIC65470.1	AFP35996.1
AIC65481.1	AIC65481.1
AIC65557.1	AIC65557.1
AIC65557.1	AIC65578.1
AIC65589.1	AIC65589.1
AIC65622.1	AIC65622.1
AIC65665.1	AIC65665.1
AIC65686.1	AIC65686.1
AIC65729.1	AIC65729.1
AIC65729.1	AIC65740.1
AID57820.1	AID57820.1
AID57825.1	AID57825.1
AID57836.1	AID57836.1
AIE48670.1	AIE48670.1
AIE48670.1	AIE48681.1
AIE48670.1	AIE48692.1
AIE48670.1	AIE48703.1
AIE48714.1	AIE48714.1
AIE48782.1	AIE48782.1
AIE48793.1	AIE48793.1
AIE48793.1	AIE48815.1
AIE48804.1	AIE48804.1
AIE48837.1	AIE48837.1
AIE48903.1	AIE48903.1
AIE49048.1	AIE49048.1
AIE49048.1	AIE49059.1
AIE49048.1	AIE49070.1
AIE49048.1	AIE49081.1
AIE49048.1	AIE49092.1
AIE49048.1	AIE49103.1
AIE49048.1	AIE49125.1
AIE49114.1	AIE49114.1
AIE49412.1	AIE49412.1
AIE52306.1	AIE52306.1
AIE52306.1	AIE52320.1
AIE52316.1	AIE52316.1
AIE52509.1	AIE52509.1
AIE52557.1	AIE52557.1
AIE52568.1	AIE52568.1
AIE52568.1	AIE52592.1
AIE52568.1	AIE52604.1
AIE52568.1	AIE52676.1
AIE52568.1	AIE52688.1
AIE52568.1	AIE52700.1
AIE52568.1	AIE52711.1
AIE52568.1	AIE52723.1
AIE52568.1	AIE52747.1
AIE52568.1	AIE52783.1
AIE52568.1	AGO00320.1
AIE52568.1	AGO00356.1
AIE52568.1	AGO00440.1
AIE52568.1	AGO00452.1
AIE52568.1	AGQ47889.1
AIE52568.1	AGQ47913.1
AIE52568.1	AGQ47949.1
AIE52568.1	AFM68994.1
AIE52568.1	AFM71727.1
AIE52568.1	AFM71775.1
AIE52568.1	AFM71831.1
AIE52568.1	AFM71886.1
AIE52568.1	AFM71930.1
AIE52568.1	AFM71941.1
AIE52568.1	AFM71963.1
AIE52568.1	AFM71985.1
AIE52568.1	AFM72017.1
AIE52568.1	AFM72028.1
AIE52568.1	AFM72050.1
AIE52568.1	AFM72072.1
AIE52568.1	AFM72094.1
AIE52568.1	AFM72116.1
AIE52568.1	AFM72138.1
AIE52568.1	AFM72160.1
AIE52568.1	AFM72182.1
AIE52568.1	AFM72204.1
AIE52568.1	AFM72226.1
AIE52568.1	AFM72240.1
AIE52568.1	AFM72253.1
AIE52568.1	AFM72308.1
AIE52568.1	AFM72330.1
AIE52568.1	AFM72341.1
AIE52568.1	AFM72352.1
AIE52568.1	AFM72374.1
AIE52568.1	AFM72418.1
AIE52568.1	AFM72440.1
AIE52568.1	AFM72495.1
AIE52568.1	AFM72506.1
AIE52568.1	AFM72528.1
AIE52568.1	AFM72550.1
AIE52568.1	AFM72561.1
AIE52568.1	AFM72583.1
AIE52568.1	AFM72806.1
AIE52568.1	AFM72817.1
AIE52568.1	AFM72828.1
AIE52568.1	AFM72849.1
AIE52568.1	AFM72859.1
AIE52568.1	AFM72869.1
AIE52568.1	AFM72879.1
AIE52568.1	AFM72890.1
AIE52568.1	AFM72901.1
AIE52568.1	AFM72923.1
AIE52568.1	AFM72945.1
AIE52568.1	AFM72956.1
AIE52568.1	AFM73072.1
AIE52568.1	AFO64831.1
AIE52568.1	AFG99409.1
AIE52568.1	AFB78125.1
AIE52568.1	AEL11694.1
AIE52568.1	AEM60033.1
AIE52568.1	AEM60044.1
AIE52568.1	ADX99491.1
AIE52568.1	ADX99588.1
AIE52568.1	ADX99599.1
AIE52568.1	ADX99610.1
AIE52568.1	ADX99632.1
AIE52568.1	ADX99643.1
AIE52568.1	ADX99665.1
AIE52568.1	ADX99676.1
AIE52568.1	ADX99687.1
AIE52568.1	ADX99698.1
AIE52568.1	ADX99709.1
AIE52568.1	ADX99850.1
AIE52568.1	ADX99883.1
AIE52568.1	ADX99894.1
AIE52568.1	ADX99905.1
AIE52568.1	ADX99916.1
AIE52568.1	ADX99927.1
AIE52568.1	ADX99938.1
AIE52568.1	ADX99949.1
AIE52568.1	ADX99960.1
AIE52568.1	ADX99971.1
AIE52568.1	ADX99982.1
AIE52568.1	ADX99993.1
AIE52568.1	ADY00005.1
AIE52568.1	ADY00016.1
AIE51896.1	AIE51896.1
AIE51896.1	AIE51907.1
AIE51896.1	AIE51918.1
AIE51896.1	AIE51929.1
AIE51896.1	AIE51940.1
AIE51896.1	AIE51951.1
AIE52032.1	AIE52032.1
AIE52032.1	AIE52065.1
AIE52032.1	AIE52076.1
AIE52032.1	ADI99647.1
AIE52032.1	ADK33818.1
AIE52043.1	AIE52043.1
AIE52054.1	AIE52054.1
AIE50579.1	AIE50579.1
AIE50748.1	AIE50748.1
AIE51066.1	AIE51066.1
AIE51133.1	AIE51133.1
AIE51155.1	AIE51155.1
AIE51155.1	AIE51274.1
AIE51155.1	AIE51296.1
AIE51155.1	AIE51307.1
AIE51155.1	AIE51318.1
AIE51285.1	AIE51285.1
AIE51329.1	AIE51329.1
AIE51613.1	AIE51613.1
AIE51613.1	AEA72749.1
APD69564.1	APD69564.1
APD69712.1	APD69712.1
APD69722.1	APD69722.1
APG56538.1	APG56538.1
APG56554.1	APG56554.1
APG56554.1	APG56702.1
APG56593.1	APG56593.1
APG56609.1	APG56609.1
APG56655.1	APG56655.1
APG56686.1	APG56686.1
APG56741.1	APG56741.1
APP92032.1	APP92032.1
AOO53987.1	AOO53987.1
AOO53998.1	AOO53998.1
AOO53998.1	ANM93679.1
AOO53998.1	ANM90082.1
AOO53998.1	AMY16168.1
AOO53998.1	APT37795.1
AOO53998.1	APT37806.1
AOO53998.1	AHZ35898.1
AEX92897.1	AEX92897.1
AEX92908.1	AEX92908.1
AEX92917.1	AEX92917.1
AEX92926.1	AEX92926.1
AEX92934.1	AEX92934.1
AFC35417.1	AFC35417.1
AFC35417.1	AFC35427.1
AFC35417.1	AFC35437.1
AFD98327.1	AFD98327.1
AFD98478.1	AFD98478.1
AFD98478.1	AEK21423.1
AFK14286.1	AFK14286.1
AFK14394.1	AFK14394.1
AFK14611.1	AFK14611.1
AFK14687.1	AFK14687.1
AFR75835.1	AFR75835.1
AFY23988.1	AFY23988.1
AFY23988.1	ADT64475.1
AFY23988.1	ADT64485.1
AFY23988.1	ADT64495.1
AFY24009.1	AFY24009.1
AFY24019.1	AFY24019.1
AFY24030.1	AFY24030.1
AFY24058.1	AFY24058.1
AFY24086.1	AFY24086.1
AFY24096.1	AFY24096.1
AFY24106.1	AFY24106.1
AFY24128.1	AFY24128.1
AEA72739.1	AEA72739.1
AEA72758.1	AEA72758.1
AEA72758.1	AEA72776.1
AEA72758.1	ADJ40671.1
AEA73778.1	AEA73778.1
AEA73858.1	AEA73858.1
AEA73878.1	AEA73878.1
AEA73918.1	AEA73918.1
AEA74008.1	AEA74008.1
AEB80458.1	AEB80458.1
AEB80468.1	AEB80468.1
AEB80468.1	ADO25259.1
AEB80477.1	AEB80477.1
AEF12331.1	AEF12331.1
AEF12331.1	AEH42740.1
AEF58509.1	AEF58509.1
AEF58509.1	AEF58519.1
AEF58529.1	AEF58529.1
AEF58539.1	AEF58539.1
AEH42773.1	AEH42773.1
AEH42773.1	AEH42784.1
AEH59603.1	AEH59603.1
AEI60063.1	AEI60063.1
AEI60073.1	AEI60073.1
AEI60083.1	AEI60083.1
AEI60093.1	AEI60093.1
AEI60103.1	AEI60103.1
AEI73673.1	AEI73673.1
AEI86761.1	AEI86761.1
AEI86811.1	AEI86811.1
AEI86881.1	AEI86881.1
AEI86881.1	AEL93645.1
AEI86921.1	AEI86921.1
AEI86931.1	AEI86931.1
AEI86941.1	AEI86941.1
AEI87021.1	AEI87021.1
AEI87091.1	AEI87091.1
AEI87091.1	AEJ36319.1
AEJ10477.1	AEJ10477.1
AEJ10487.1	AEJ10487.1
AEJ10557.1	AEJ10557.1
AEJ10587.1	AEJ10587.1
AEJ10587.1	AEL89438.1
AEJ10587.1	AEL89448.1
AEL89304.1	AEL89304.1
AEL89324.1	AEL89324.1
AEL89354.1	AEL89354.1
AEL89354.1	AEL89364.1
AEL89354.1	AEL89418.1
AEL89354.1	AEL89458.1
AEL89538.1	AEL89538.1
AEL89548.1	AEL89548.1
AEL89808.1	AEL89808.1
AEM62772.1	AEM62772.1
AEM62781.1	AEM62781.1
AEM62790.1	AEM62790.1
AEM62817.1	AEM62817.1
AEM62844.1	AEM62844.1
AEM62853.1	AEM62853.1
AEW25296.1	AEW25296.1
AEW25348.1	AEW25348.1
AEW25366.1	AEW25366.1
ADX96277.1	ADX96277.1
ADX96317.1	ADX96317.1
ADX96327.1	ADX96327.1
ADX96336.1	ADX96336.1
ADX96336.1	ADM33039.2
ADX96416.1	ADX96416.1
ADX96496.1	ADX96496.1
ADX96546.1	ADX96546.1
ADX96596.1	ADX96596.1
ADX96596.1	ADX96606.1
ADX98672.1	ADX98672.1
ADX98682.1	ADX98682.1
ADX98755.1	ADX98755.1
ADX98825.1	ADX98825.1
ADX98825.1	ADM31835.1
ADX98825.1	ADM31845.1
ADX98825.1	ADM32648.1
ADX98825.1	ADK33938.1
ADX98825.1	ADL32501.1
ADX98957.1	ADX98957.1
ADX98957.1	ADN26172.1
ADX98957.1	ADK33918.1
ADX98957.1	ADH02015.1
ADX98967.1	ADX98967.1
ADX98977.1	ADX98977.1
ADX99621.1	ADX99621.1
ADX99654.1	ADX99654.1
ADX99861.1	ADX99861.1
ADY00027.1	ADY00027.1
ADY38757.1	ADY38757.1
ADY70393.1	ADY70393.1
ADY70393.1	ADY70404.1
ADY70393.1	ADY70415.1
ADY70393.1	ADY70426.1
ADY70393.1	ADY70437.1
ADY70393.1	ADY70448.1
ADY70393.1	ADY70459.1
ADY70393.1	ADY70470.1
ADY70393.1	ADY70481.1
ADY70393.1	ADY70492.1
ADY70393.1	ADY70503.1
ADY70393.1	ADY70514.1
ADY70995.1	ADY70995.1
ADY70995.1	ADY71055.1
ADY70995.1	ADY71105.1
ADY71095.1	ADY71095.1
ADY71222.1	ADY71222.1
ADY71338.1	ADY71338.1
ADY71448.1	ADY71448.1
ADY71448.1	ASB34017.1
ADY71448.1	ASB34029.1
ADY71448.1	ATE48443.1
ADY71448.1	ATE48461.1
ADY71448.1	ATE48474.1
ADY71448.1	ATE48479.1
ADY71448.1	ATE48492.1
ADY71448.1	ATE48507.1
ADY71448.1	ATE48520.1
ADY71448.1	ATG28368.1
ADY71448.1	ATG28413.1
ADY71448.1	ATQ39031.1
ADY71448.1	ATQ39043.1
ADY71448.1	AUI11426.1
ADY71448.1	AVK43480.1
ADY71448.1	ART66961.1
ADY71448.1	ASB30946.1
ADY71448.1	ASB30950.1
ADY71448.1	ASB30987.1
ADY71448.1	ASB31005.1
ADY71448.1	ASB31009.1
ADY71448.1	ASB31030.1
ADY71448.1	ASB31038.1
ADY71448.1	ASB31067.1
ADY71448.1	ASB31167.1
ADY71448.1	APT36454.1
ADY71448.1	APT36465.1
ADY71448.1	APT36497.1
ADY71448.1	APT36520.1
ADY71448.1	APT36532.1
ADY71448.1	APT36544.1
ADY71448.1	APT36556.1
ADY71448.1	APT36579.1
ADY71448.1	APT36591.1
ADY71448.1	APT36614.1
ADY71448.1	APT36625.1
ADY71448.1	ARI68748.1
ADY71448.1	ARI69796.1
ADY71448.1	APF46304.1
ADY71448.1	APP92024.1
ADY71448.1	AOW32249.1
ADY71448.1	ANQ69368.1
ADY71448.1	ANZ03517.1
ADY71448.1	AOD75006.2
ADY71448.1	AOD75133.2
ADY71448.1	ANE36628.1
ADY71448.1	ANE36640.1
ADY71448.1	ALX29209.1
ADY71448.1	ALX29221.1
ADY71448.1	ALX29233.1
ADY71448.1	ALX29255.1
ADY71448.1	ALX29266.1
ADY71448.1	ALX29279.1
ADY71448.1	ALX29290.1
ADY71448.1	ALX29300.1
ADY71448.1	ALX29314.1
ADY71448.1	ALX29324.1
ADY71448.1	ALX29336.1
ADY71448.1	ALX29348.1
ADY71448.1	ALX29381.1
ADY71448.1	ALX29393.1
ADY71448.1	ALX29405.1
ADY71448.1	ALX29417.1
ADY71448.1	ALX29429.1
ADY71448.1	ALX29441.1
ADY71448.1	ALX29463.1
ADY71448.1	ALX29475.1
ADY71448.1	ALX29487.1
ADY71448.1	ALX29510.1
ADY71448.1	ALX29521.1
ADY71448.1	ALX29533.1
ADY71448.1	ALX29545.1
ADY71448.1	ALX29557.1
ADY71448.1	ALX29569.1
ADY71448.1	ALX29581.1
ADY71448.1	ALX29593.1
ADY71448.1	ALX29604.1
ADY71448.1	ALX29616.1
ADY71448.1	ALX29628.1
ADY71448.1	ALX29639.1
ADY71448.1	ALX29651.1
ADY71448.1	ALX29663.1
ADY71448.1	ALX29675.1
ADY71448.1	ALX29687.1
ADY71448.1	ALX29699.1
ADY71448.1	ALX29711.1
ADY71448.1	ALX29723.1
ADY71448.1	ALX29746.1
ADY71448.1	ALX29769.1
ADY71448.1	ALX29791.1
ADY71448.1	ALX29803.1
ADY71448.1	ALX29815.1
ADY71448.1	ALX29827.1
ADY71448.1	ALX29839.1
ADY71448.1	ALX29862.1
ADY71448.1	ALX29874.1
ADY71448.1	ALX29886.1
ADY71448.1	ALX29898.1
ADY71448.1	ALX29910.1
ADY71448.1	ALX29933.1
ADY71448.1	ALX29945.1
ADY71448.1	ALX29957.1
ADY71448.1	ALX29969.1
ADY71448.1	ALX29981.1
ADY71448.1	ALX29993.1
ADY71448.1	ALX30026.1
ADY71448.1	ALX30038.1
ADY71448.1	ALX30054.1
ADY71448.1	ALX30062.1
ADY71448.1	ALX30074.1
ADY71448.1	ALX30086.1
ADY71448.1	ALX30098.1
ADY71448.1	ALX30110.1
ADY71448.1	ALX30122.1
ADY71448.1	ALX30134.1
ADY71448.1	ALX30146.1
ADY71448.1	ALX30158.1
ADY71448.1	ALX30169.1
ADY71448.1	ALX30180.1
ADY71448.1	ALX30192.1
ADY71448.1	ALX30215.1
ADY71448.1	ALX30238.1
ADY71448.1	ALX30249.1
ADY71448.1	ALX30265.1
ADY71448.1	ALX30273.1
ADY71448.1	ALX30285.1
ADY71448.1	ALX30297.1
ADY71448.1	ALX30331.1
ADY71448.1	ALX30343.1
ADY71448.1	ALX30355.1
ADY71448.1	ALX30367.1
ADY71448.1	ALX30379.1
ADY71448.1	ALX30391.1
ADY71448.1	ALX30413.1
ADY71448.1	ALX30425.1
ADY71448.1	AMK09580.1
ADY71448.1	AKC44816.1
ADY71448.1	AKD00464.1
ADY71448.1	AKJ80367.1
ADY71448.1	AKJ80379.1
ADY71448.1	AKJ80391.1
ADY71448.1	AKJ80403.1
ADY71448.1	AKJ80415.1
ADY71448.1	AKJ80438.1
ADY71448.1	AKJ80450.1
ADY71448.1	AKJ80462.1
ADY71448.1	AKJ80474.1
ADY71448.1	AKJ80486.1
ADY71448.1	AKJ80497.1
ADY71448.1	AKJ80509.1
ADY71448.1	AKJ80521.1
ADY71448.1	AKJ80533.1
ADY71448.1	AKJ80544.1
ADY71448.1	AKJ80556.1
ADY71448.1	AKJ80568.1
ADY71448.1	AKJ80580.1
ADY71448.1	AKJ80592.1
ADY71448.1	AKJ80615.1
ADY71448.1	AKJ80627.1
ADY71448.1	AKJ80638.1
ADY71448.1	AKJ80650.1
ADY71448.1	AKJ80661.1
ADY71448.1	AKJ80706.1
ADY71448.1	AKJ80718.1
ADY71448.1	AKJ80730.1
ADY71448.1	AKJ80742.1
ADY71448.1	AKJ80754.1
ADY71448.1	AKJ80766.1
ADY71448.1	AKJ80778.1
ADY71448.1	AKJ80790.1
ADY71448.1	AKJ80802.1
ADY71448.1	AKJ80814.1
ADY71448.1	AKJ80826.1
ADY71448.1	AKJ80838.1
ADY71448.1	AKJ80850.1
ADY71448.1	AKJ80862.1
ADY71448.1	AKJ80874.1
ADY71448.1	AKJ80886.1
ADY71448.1	AKJ80898.1
ADY71448.1	AKJ80910.1
ADY71448.1	AKJ80922.1
ADY71448.1	AKJ80934.1
ADY71448.1	AKJ80976.1
ADY71448.1	AKJ80988.1
ADY71448.1	AKJ81011.1
ADY71448.1	AKJ81023.1
ADY71448.1	AKJ81035.1
ADY71448.1	AKJ81058.1
ADY71448.1	AKJ81070.1
ADY71448.1	AKJ81082.1
ADY71448.1	AKJ81094.1
ADY71448.1	AKJ81106.1
ADY71448.1	AKJ81118.1
ADY71448.1	AKJ81130.1
ADY71448.1	AKJ81152.1
ADY71448.1	AKJ81175.1
ADY71448.1	AKJ81187.1
ADY71448.1	AKJ81221.1
ADY71448.1	AKJ81233.1
ADY71448.1	AKJ81245.1
ADY71448.1	AKJ81256.1
ADY71448.1	AKJ81268.1
ADY71448.1	AKJ81280.1
ADY71448.1	AKJ81302.1
ADY71448.1	AKJ81314.1
ADY71448.1	AKJ81347.1
ADY71448.1	AKJ81359.1
ADY71448.1	AKJ81371.1
ADY71448.1	AKJ81383.1
ADY71448.1	AKJ81395.1
ADY71448.1	AKJ81407.1
ADY71448.1	AKJ81419.1
ADY71448.1	AKJ81431.1
ADY71448.1	AKJ81443.1
ADY71448.1	AKJ81465.1
ADY71448.1	AKJ81554.1
ADY71448.1	AKJ81577.1
ADY71448.1	AKJ81589.1
ADY71448.1	AKJ81601.1
ADY71448.1	AKJ81646.1
ADY71448.1	AKJ81665.1
ADY71448.1	AKJ81697.1
ADY71448.1	AKJ81709.1
ADY71448.1	AKJ81732.1
ADY71448.1	AKJ81744.1
ADY71448.1	AKJ81756.1
ADY71448.1	AKJ81769.1
ADY71448.1	AKJ81791.1
ADY71448.1	AKJ81803.1
ADY71448.1	AKJ81815.1
ADY71448.1	AKJ81827.1
ADY71448.1	AKJ81839.1
ADY71448.1	AKJ81883.1
ADY71448.1	AKJ81950.1
ADY71448.1	AKJ82072.1
ADY71448.1	AKJ82084.1
ADY71448.1	AKJ82096.1
ADY71448.1	AKJ82108.1
ADY71448.1	AKJ82120.1
ADY71448.1	AKJ82132.1
ADY71448.1	AKJ82144.1
ADY71448.1	AKJ82173.1
ADY71448.1	AKJ82185.1
ADY71448.1	AKJ82197.1
ADY71448.1	AKJ82219.1
ADY71448.1	AKJ82231.1
ADY71448.1	AKJ82243.1
ADY71448.1	AKJ82255.1
ADY71448.1	AKJ82267.1
ADY71448.1	AKJ82290.1
ADY71448.1	AKJ82301.1
ADY71448.1	AKJ82313.1
ADY71448.1	AKJ82335.1
ADY71448.1	AKJ82347.1
ADY71448.1	AKJ82359.1
ADY71448.1	AKJ82371.1
ADY71448.1	AKJ82405.1
ADY71448.1	AKJ82427.1
ADY71448.1	AKJ82505.1
ADY71448.1	AKJ82517.1
ADY71448.1	AKJ82529.1
ADY71448.1	AKJ82541.1
ADY71448.1	AKJ82553.1
ADY71448.1	AKJ82565.1
ADY71448.1	AKJ82577.1
ADY71448.1	AKJ82589.1
ADY71448.1	AKJ82601.1
ADY71448.1	AKJ82613.1
ADY71448.1	AKJ82625.1
ADY71448.1	AKJ82637.1
ADY71448.1	AKJ82649.1
ADY71448.1	AKJ82661.1
ADY71448.1	AKJ82673.1
ADY71448.1	AKJ82685.1
ADY71448.1	AKJ82697.1
ADY71448.1	AKJ82709.1
ADY71448.1	AKJ82721.1
ADY71448.1	AKJ82733.1
ADY71448.1	AKJ82745.1
ADY71448.1	AKJ82757.1
ADY71448.1	AKJ82769.1
ADY71448.1	AKJ82791.1
ADY71448.1	AKJ82803.1
ADY71448.1	AKJ82815.1
ADY71448.1	AKJ82827.1
ADY71448.1	AKJ82839.1
ADY71448.1	AKJ82866.1
ADY71448.1	AKJ82898.1
ADY71448.1	AKJ82921.1
ADY71448.1	AKJ82933.1
ADY71448.1	AKJ82945.1
ADY71448.1	AKJ82957.1
ADY71448.1	AKJ82969.1
ADY71448.1	AKJ82981.1
ADY71448.1	AKJ82992.1
ADY71448.1	AKJ83004.1
ADY71448.1	AKJ83015.1
ADY71448.1	AKJ83027.1
ADY71448.1	AKJ83039.1
ADY71448.1	AKJ83062.1
ADY71448.1	AKJ83083.1
ADY71448.1	AKJ83199.1
ADY71448.1	AKJ84151.1
ADY71448.1	AKM14316.1
ADY71448.1	AKN08865.1
ADY71448.1	AIT93164.1
ADY71448.1	AIZ07513.1
ADY71448.1	AJI76056.1
ADY71448.1	AJI76066.1
ADY71448.1	AJI76076.1
ADY71448.1	AJI76086.1
ADY71448.1	AJI76096.1
ADY71448.1	AJI76106.1
ADY71448.1	AJI76116.1
ADY71448.1	AJI76126.1
ADY71448.1	AJI76136.1
ADY71448.1	AJI76146.1
ADY71448.1	AJI76156.1
ADY71448.1	AJI76166.1
ADY71448.1	AJI76176.2
ADY71448.1	AJI76186.1
ADY71448.1	AJI76196.1
ADY71448.1	AJI76206.1
ADY71448.1	AJI76216.1
ADY71448.1	AJI76226.1
ADY71448.1	AJI76236.1
ADY71448.1	AJI76246.1
ADY71448.1	AJI76256.1
ADY71448.1	AJI76266.1
ADY71448.1	AJI76276.1
ADY71448.1	AJI76286.1
ADY71448.1	AJI76296.1
ADY71448.1	AJI76306.1
ADY71448.1	AJI76316.1
ADY71448.1	AJI76326.1
ADY71448.1	AJI76336.1
ADY71448.1	AJI76346.1
ADY71448.1	AJI76366.1
ADY71448.1	AJI76386.1
ADY71448.1	AIE49769.1
ADY71448.1	AIE49781.1
ADY71448.1	AIE49793.1
ADY71448.1	AIE49805.1
ADY71448.1	AIE49817.1
ADY71448.1	AIE49829.1
ADY71448.1	AIE49841.1
ADY71448.1	AIE49853.1
ADY71448.1	AIE49865.1
ADY71448.1	AIE49877.1
ADY71448.1	AIE49889.1
ADY71448.1	AIE49901.1
ADY71448.1	AIE49913.1
ADY71448.1	AIE50080.1
ADY71448.1	AIE50356.1
ADY71448.1	AIE50782.1
