ATY73852.1:1-758	ATY73852.1:1-758
AHA57197.1:1-767	ABV47527.1:1-414
AHA57197.1:1-767	ABV47538.1:1-414
AHA57197.1:1-767	ABV47549.1:1-414
AHA57197.1:1-767	ABV47560.1:1-414
AHA57197.1:1-767	ABV47571.1:1-414
AHA57197.1:1-767	ABV47582.1:1-382
AHA57197.1:1-767	ABV47593.1:1-413
AHA57197.1:1-767	ABV47604.1:1-413
AHA57197.1:1-767	ABV47615.1:1-410
AHA57197.1:1-767	ABV47626.1:1-414
AHA57197.1:1-767	ABV47637.1:1-413
AHA57197.1:1-767	ABV47648.1:1-414
AHA57197.1:1-767	ABV47659.1:1-414
AHA57197.1:1-767	ABV47670.1:1-414
AHA57197.1:1-767	ABV47681.1:1-414
AHA57197.1:1-767	ABV47692.1:1-414
AHA57197.1:1-767	ABV47703.1:1-414
AHA57197.1:1-767	ABV47714.1:1-414
AHA57197.1:1-767	ABV47725.1:1-414
AHA57197.1:1-767	ABV47736.1:1-414
AHA57197.1:1-767	ABV47747.1:1-414
AHA57197.1:1-767	ABV47758.1:1-414
AHA57197.1:1-767	ABV47769.1:1-414
AHA57197.1:1-767	ABV47780.1:1-414
AHA57197.1:1-767	ABV47791.1:1-414
AHA57197.1:1-767	ABV47802.1:1-414
AHA57197.1:1-767	ABV47813.1:1-414
AHA57197.1:1-767	ABV47824.1:1-414
AHA57197.1:1-767	ABV47835.1:1-414
AHA57197.1:1-767	ABV47846.1:1-414
AHA57197.1:1-767	ABV47857.1:1-414
AHA57197.1:1-767	ABV47868.1:1-414
AHA57197.1:1-767	ABV47879.1:1-414
AHA57197.1:1-767	ABV47890.1:1-414
AHA57197.1:1-767	ABV47901.1:1-414
AHA57197.1:1-767	ABV47912.1:1-414
AHA57197.1:1-767	ABV47923.1:1-414
AHA57197.1:1-767	ABV47934.1:1-414
AHA57197.1:1-767	ABV47945.1:1-414
AHA57197.1:1-767	ABV47956.1:1-414
AHA57197.1:1-767	ABV47967.1:1-414
AHA57197.1:1-767	ABV47978.1:1-414
AHA57197.1:1-767	ABV47989.1:1-414
AHA57197.1:1-767	ABV48000.1:1-414
AHA57197.1:1-767	ABV48011.1:1-414
AHA57197.1:1-767	ABV48022.1:1-414
AHA57197.1:1-767	ABV48033.1:1-414
AHA57197.1:1-767	ABV48044.1:1-414
AHA57197.1:1-767	ABV48055.1:1-414
AHA57197.1:1-767	ABV48066.1:1-414
AHA57197.1:1-767	ABV48077.1:1-414
AHA57197.1:1-767	ABV48088.1:1-414
AHA57197.1:1-767	ABV48099.1:1-414
AHA57197.1:1-767	ABV48110.1:1-414
AHA57197.1:1-767	ABV48121.1:1-414
AHA57197.1:1-767	ABV48132.1:1-414
AHA57197.1:1-767	ABV48143.1:1-414
AHA57197.1:1-767	ABV48154.1:1-414
AHA57197.1:1-767	ABV48165.1:1-414
AHA57197.1:1-767	ABV48176.1:1-414
AHA57197.1:1-767	ABV48187.1:1-414
AHA57197.1:1-767	ABV48198.1:1-414
AHA57197.1:1-767	ABV48209.1:1-414
AHA57197.1:1-767	ABV48220.1:1-414
AHA57197.1:1-767	ABV48231.1:1-414
AHA57197.1:1-767	ABV48242.1:1-414
AHA57197.1:1-767	ABV48253.1:1-414
AHA57197.1:1-767	ABV48264.1:1-414
AHA57197.1:1-767	ABV48275.1:1-414
AHA57197.1:1-767	ABV48286.1:1-414
AHA57197.1:1-767	ABV48297.1:1-414
AHA57197.1:1-767	ABV48308.1:1-414
AHA57197.1:1-767	ABV48319.1:1-414
AHA57197.1:1-767	ABV48330.1:1-414
AHA57197.1:1-767	ABV48341.1:1-414
AHA57197.1:1-767	ABV48352.1:1-414
AHA57197.1:1-767	ABV48363.1:1-414
AHA57197.1:1-767	ABV48373.1:1-414
AHA57197.1:1-767	ABV48383.1:1-414
AHA57197.1:1-767	ABV48394.1:1-414
AHA57197.1:1-767	ABV48405.1:1-414
AHA57197.1:1-767	ABV48416.1:1-414
AHA57197.1:1-767	ABV48427.1:1-414
AHA57197.1:1-767	ABV48438.1:1-414
AHA57197.1:1-767	ABV48449.1:1-414
AHA57197.1:1-767	ABV48460.1:1-414
AHA57197.1:1-767	ABV48471.1:1-414
AHA57197.1:1-767	ABV48482.1:1-409
AHA57197.1:1-767	ABV48504.1:1-393
AHA57197.1:1-767	ABV48515.1:1-413
AHA57197.1:1-767	ABV48526.1:1-398
AHA57197.1:1-767	ABV48537.1:1-414
AHA57197.1:1-767	ABV48548.1:1-414
AHA57197.1:1-767	ABV48559.1:1-393
AHA57197.1:1-767	ABV48581.1:1-398
AHA57197.1:1-767	ABV48592.1:1-414
AHA57197.1:1-767	ABV48603.1:1-398
AHA57197.1:1-767	ABV48614.1:1-414
AHA57197.1:1-767	ABV48625.1:1-398
AHA57197.1:1-767	ABV48636.1:1-414
AHA57197.1:1-767	ABV48647.1:1-414
AHA57197.1:1-767	ABV48658.1:1-414
AHA57197.1:1-767	ABV48669.1:1-413
AHA57197.1:1-767	ABV48680.1:1-414
AHA57197.1:1-767	ABV48691.1:1-414
AHA57197.1:1-767	ABV48702.1:1-414
AHA57197.1:1-767	BAF33395.1:1-217
AHA57197.1:1-767	BAF33405.1:1-217
AHA57197.1:1-767	BAF33425.1:1-217
AHA57197.1:1-767	BAF33435.1:1-217
AHA57197.1:1-767	BAF34319.1:1-217
AHA57197.1:1-767	BAG07127.1:1-246
AHA57197.1:1-767	BAG07137.1:1-258
AHA57197.1:1-767	BAJ41296.1:1-466
AHA57197.1:1-767	BAJ41297.1:1-466
AHA57197.1:1-767	BAJ41301.1:1-142
AHA57197.1:1-767	BAJ83560.1:1-100
AHA57197.1:1-767	BAJ83568.1:1-100
AHA57197.1:1-767	BAJ83576.1:1-100
AHA57197.1:1-767	BAJ83734.1:1-100
AHA57197.1:1-767	BAJ83742.1:1-172
AHA57197.1:1-767	BAJ83750.1:1-168
AHA57197.1:1-767	BAJ83758.1:1-168
AHA57197.1:1-767	BAJ83766.1:1-100
AHA57197.1:1-767	BAJ83899.1:1-180
AHA57197.1:1-767	BAK39723.1:1-199
AHA57197.1:1-767	BAK39971.1:1-199
AHA57197.1:1-767	BAK39979.1:1-199
AHA57197.1:1-767	BAK39987.1:1-199
AHA57197.1:1-767	BAK39995.1:1-199
AHA57197.1:1-767	BAK40003.1:1-194
AHA57197.1:1-767	BAK40145.1:1-194
AHA57197.1:1-767	BAK40197.1:1-194
AHA57197.1:1-767	BAL04272.1:1-402
AHA57197.1:1-767	BAL04282.1:1-401
AHA57197.1:1-767	BAL04292.1:1-411
AHA57197.1:1-767	BAL04302.1:1-400
AHA57197.1:1-767	BAL04312.1:1-404
AHA57197.1:1-767	BAL04320.1:1-400
AHA57197.1:1-767	BAL04464.1:1-403
AHA57197.1:1-767	BAL04658.1:1-442
AHA57197.1:1-767	BAL14146.1:1-304
AHA57197.1:1-767	BAL14156.1:1-304
AHA57197.1:1-767	BAL14166.1:1-304
AHA57197.1:1-767	BAL14176.1:1-304
AHA57197.1:1-767	BAL14186.1:1-304
AHA57197.1:1-767	BAL14196.1:1-304
AHA57197.1:1-767	BAL14206.1:1-304
AHA57197.1:1-767	BAL14216.1:1-304
AHA57197.1:1-767	BAL14226.1:1-304
AHA57197.1:1-767	BAL14236.1:1-304
AHA57197.1:1-767	BAL14246.1:1-304
AHA57197.1:1-767	BAL14256.1:1-304
AHA57197.1:1-767	BAL72832.1:1-329
AHA57197.1:1-767	BAM14811.1:1-100
AHA57197.1:1-767	BAM14819.1:1-100
AHA57197.1:1-767	BAM14827.1:1-100
AHA57197.1:1-767	BAM14835.1:1-100
AHA57197.1:1-767	BAM15264.1:1-100
AHA57197.1:1-767	BAM15309.1:1-100
AHA57197.1:1-767	BAM15317.1:1-100
AHA57197.1:1-767	BAM15486.1:1-100
AHA57197.1:1-767	BAM15494.1:1-100
AHA57197.1:1-767	BAM15502.1:1-100
AHA57197.1:1-767	BAM15510.1:1-100
AHA57197.1:1-767	BAM15518.1:1-100
AHA57197.1:1-767	BAM15526.1:1-100
AHA57197.1:1-767	BAM15534.1:1-100
AHA57197.1:1-767	BAM15542.1:1-100
AHA57197.1:1-767	BAM15550.1:1-100
AHA57197.1:1-767	BAM15558.1:1-100
AHA57197.1:1-767	BAM20961.1:1-100
AHA57197.1:1-767	BAM20969.1:1-100
AHA57197.1:1-767	BAM21241.1:1-100
AHA57197.1:1-767	BAM21506.1:1-100
AHA57197.1:1-767	BAM21516.1:1-218
AHA57197.1:1-767	BAM21558.1:1-100
AHA57197.1:1-767	BAM22604.1:1-100
AHA57197.1:1-767	BAM22614.1:1-100
AHA57197.1:1-767	BAM22624.1:1-100
AHA57197.1:1-767	BAM22634.1:1-211
AHA57197.1:1-767	BAM33976.1:1-324
AHA57197.1:1-767	BAM33985.1:1-300
AHA57197.1:1-767	BAM33995.1:1-327
AHA57197.1:1-767	BAM35584.1:1-243
AHA57197.1:1-767	BAM35594.1:1-243
AHA57197.1:1-767	BAM35632.1:1-241
AHA57197.1:1-767	BAM35642.1:1-240
AHA57197.1:1-767	BAM68496.1:1-100
AHA57197.1:1-767	BAM71811.1:1-242
AHA57197.1:1-767	BAM71821.1:1-238
AHA57197.1:1-767	BAM71882.1:1-243
AHA57197.1:1-767	BAM73592.1:1-238
AHA57197.1:1-767	BAM73602.1:1-227
AHA57197.1:1-767	BAM75581.1:1-237
AHA57197.1:1-767	BAM76301.1:1-238
AHA57197.1:1-767	BAM76311.1:1-237
AHA57197.1:1-767	BAM76321.1:1-238
AHA57197.1:1-767	BAM76331.1:1-237
AHA57197.1:1-767	BAM76341.1:1-237
AHA57197.1:1-767	BAM76351.1:1-238
AHA57197.1:1-767	BAM76842.1:1-100
AHA57197.1:1-767	BAM76851.1:1-100
AHA57197.1:1-767	BAM76859.1:1-100
AHA57197.1:1-767	BAM76867.1:1-100
AHA57197.1:1-767	BAM77024.1:1-100
AHA57197.1:1-767	BAM78192.1:1-230
AHA57197.1:1-767	BAM78202.1:1-229
AHA57197.1:1-767	BAM78512.1:1-230
AHA57197.1:1-767	BAM78525.1:1-100
AHA57197.1:1-767	BAM78643.1:1-100
AHA57197.1:1-767	BAM78650.1:1-100
AHA57197.1:1-767	BAM78657.1:1-100
AHA57197.1:1-767	BAM78664.1:1-100
AHA57197.1:1-767	BAM78671.1:1-100
AHA57197.1:1-767	BAM78704.1:1-100
AHB73431.1:1-764	AHB73431.1:1-764
AHB73431.1:1-764	ASW34398.1:1-759
AHB73431.1:1-764	ANE36936.1:1-759
AHB73431.1:1-764	ANE36953.1:1-759
AHB73431.1:1-764	ANE36970.1:1-759
AHB73431.1:1-764	ANE36994.1:1-759
AHB73431.1:1-764	ANE37057.1:1-759
AHB73431.1:1-764	ANE37083.1:1-759
AHB73431.1:1-764	ANE37137.1:1-759
AHB73431.1:1-764	AHB72896.1:1-759
AHB73431.1:1-764	AHB72907.1:1-759
AHB73431.1:1-764	AHB73075.1:1-759
AHB73431.1:1-764	AHB73230.1:1-759
AHB73431.1:1-764	AHB73421.1:1-759
AHB73431.1:1-764	AHB73508.1:1-759
AHB73431.1:1-764	AEZ67259.1:1-759
AHB73431.1:1-764	AFO83083.1:1-759
AEZ67226.1:1-759	AEZ67226.1:1-759
AFC17980.1:1-171	AFC17980.1:1-171
AFQ60215.1:1-759	AFQ60215.1:1-759
ADI79246.1:1-737	ADI79246.1:1-737
AEB71311.1:1-759	AEB71311.1:1-759
AEK84621.1:1-759	AEK84621.1:1-759
ACZ36521.1:1-759	ACZ36521.1:1-759
ACZ45494.1:1-759	ACZ45494.1:1-759
ACZ45494.1:1-759	ACZ45495.1:1-759
ACZ45497.1:1-759	ACZ45497.1:1-759
ACZ45498.1:1-759	ACZ45498.1:1-759
ADD64008.1:1-748	ADD64008.1:1-748
ACF25597.1:1-759	ACF25597.1:1-759
ACI40921.1:1-765	ACI40921.1:1-765
ACI40921.1:1-765	ASU54932.1:1-759
ACI40921.1:1-765	ASU54962.1:1-759
ACI40921.1:1-765	ASU54984.1:1-759
ACI40921.1:1-765	ASU54991.1:1-759
ACI40921.1:1-765	ASU55006.1:1-759
ACI40921.1:1-765	ASU55031.1:1-759
ACI40921.1:1-765	ASU55044.1:1-759
ACI40921.1:1-765	ASU55093.1:1-759
ACI40921.1:1-765	ASU55110.1:1-759
ACI40921.1:1-765	ASU55186.1:1-759
ACI40921.1:1-765	ASU55225.1:1-759
ACI40921.1:1-765	ASU55254.1:1-759
ACI40921.1:1-765	ASU55262.1:1-759
ACI40921.1:1-765	ASU55291.1:1-759
ACI40921.1:1-765	ASU55298.1:1-759
ACI40921.1:1-765	ASU55326.1:1-759
ACI40921.1:1-765	ASU55338.1:1-759
ACI40921.1:1-765	ASU55351.1:1-759
ACI40921.1:1-765	ASU55359.1:1-759
ACI40921.1:1-765	ASU55371.1:1-759
ACI40921.1:1-765	ASU55383.1:1-759
ACI40921.1:1-765	ASV60396.1:1-759
ACI40921.1:1-765	ASV60412.1:1-759
ACI40921.1:1-765	ASV60416.1:1-759
ACI40921.1:1-765	ASV60419.1:1-759
ACI40921.1:1-765	ASV60429.1:1-759
ACI40921.1:1-765	ASV60430.1:1-759
ACI40921.1:1-765	ASV60438.1:1-759
ACI40921.1:1-765	ASV60445.1:1-759
ACI40921.1:1-765	ASV60451.1:1-759
ACI40921.1:1-765	ASV60452.1:1-759
ACI40921.1:1-765	ASV60454.1:1-759
ACI40921.1:1-765	ASV60455.1:1-759
ACI40921.1:1-765	ASV60456.1:1-759
ACI40921.1:1-765	ASV60461.1:1-759
ACI40921.1:1-765	ASV60467.1:1-759
ACI40921.1:1-765	ASV60468.1:1-759
ACI40921.1:1-765	ASV60478.1:1-759
ACI40921.1:1-765	ASV60482.1:1-759
ACI40921.1:1-765	ASV60501.1:1-759
ACI40921.1:1-765	ASV60508.1:1-759
ACI40921.1:1-765	ASV60509.1:1-759
ACI40921.1:1-765	ASV60510.1:1-759
ACI40921.1:1-765	ASV60511.1:1-759
ACI40921.1:1-765	ASV60524.1:1-759
ACI40921.1:1-765	ASV60525.1:1-759
ACI40921.1:1-765	ASV60526.1:1-759
ACI40921.1:1-765	ASV60528.1:1-759
ACI40921.1:1-765	ASV60529.1:1-759
ACI40921.1:1-765	ASV60530.1:1-759
ACI40921.1:1-765	ASV60533.1:1-759
ACI40921.1:1-765	ASV60535.1:1-759
ACI40921.1:1-765	ASV60552.1:1-759
ACI40921.1:1-765	ASV60553.1:1-759
ACI40921.1:1-765	ASV60560.1:1-759
ACI40921.1:1-765	ASV60565.1:1-759
ACI40921.1:1-765	ASV60571.1:1-759
ACI40921.1:1-765	ASV60587.1:1-759
ACI40921.1:1-765	ASV60604.1:1-759
ACI40921.1:1-765	ASV60608.1:1-759
ACI40921.1:1-765	ASV60615.1:1-759
ACI40921.1:1-765	ASV60617.1:1-759
ACI40921.1:1-765	ASV60627.1:1-759
ACI40921.1:1-765	ASV60646.1:1-759
ACI40921.1:1-765	ASV60660.1:1-759
ACI40921.1:1-765	ASV60661.1:1-759
ACI40921.1:1-765	ASV60672.1:1-759
ACI40921.1:1-765	ASV60673.1:1-759
ACI40921.1:1-765	ASV60691.1:1-759
ACI40921.1:1-765	ASV60695.1:1-759
ACI40921.1:1-765	ASV60703.1:1-759
ACI40921.1:1-765	ASV60724.1:1-759
ACI40921.1:1-765	ASV60731.1:1-759
ACI40921.1:1-765	ASV60743.1:1-759
ACI40921.1:1-765	ASV60744.1:1-759
ACI40921.1:1-765	ASV60759.1:1-759
ACI40921.1:1-765	ASV60763.1:1-759
ACI40921.1:1-765	ASV60768.1:1-759
ACI40921.1:1-765	ASV60792.1:1-759
ACI40921.1:1-765	ASV60821.1:1-759
ACI40921.1:1-765	ASV61051.1:1-759
ACI40921.1:1-765	ASV61063.1:1-759
ACI40921.1:1-765	ASV61075.1:1-759
ACI40921.1:1-765	ASV61087.1:1-759
ACI40921.1:1-765	ASV61099.1:1-759
ACI40921.1:1-765	ASV61111.1:1-759
ACI40921.1:1-765	ASV61123.1:1-759
ACI40921.1:1-765	ASV61135.1:1-759
ACI40921.1:1-765	ASV61147.1:1-759
ACI40921.1:1-765	ASV61159.1:1-759
ACI40921.1:1-765	ASV61171.1:1-759
ACI40921.1:1-765	ASV61183.1:1-759
ACI40921.1:1-765	ASV61195.1:1-759
ACI40921.1:1-765	ASV61207.1:1-759
ACI40921.1:1-765	ASV61219.1:1-759
ACI40921.1:1-765	ASV61231.1:1-759
ACI40921.1:1-765	ASV61243.1:1-759
ACI40921.1:1-765	ASV61255.1:1-759
ACI40921.1:1-765	ASV61267.1:1-759
ACI40921.1:1-765	ASV61279.1:1-759
ACI40921.1:1-765	ASV61291.1:1-759
ACI40921.1:1-765	ASV61303.1:1-759
ACI40921.1:1-765	ASV61315.1:1-759
ACI40921.1:1-765	ASV61327.1:1-759
ACI40921.1:1-765	ASV61339.1:1-759
ACI40921.1:1-765	ASV61351.1:1-759
ACI40921.1:1-765	ASV61363.1:1-759
ACI40921.1:1-765	ASV61375.1:1-759
ACI40921.1:1-765	ASV61387.1:1-759
ACI40921.1:1-765	ASV61399.1:1-759
ACI40921.1:1-765	ASV61411.1:1-759
ACI40921.1:1-765	ASV61423.1:1-759
ACI40921.1:1-765	ASV61435.1:1-759
ACI40921.1:1-765	ASV61447.1:1-759
ACI40921.1:1-765	ASV61459.1:1-759
ACI40921.1:1-765	ASV61471.1:1-759
ACI40921.1:1-765	ASV61483.1:1-759
ACI40921.1:1-765	ASV61495.1:1-759
ACI40921.1:1-765	ASV61507.1:1-759
ACI40921.1:1-765	ASV61519.1:1-759
ACI40921.1:1-765	ASV61531.1:1-759
ACI40921.1:1-765	ASV61543.1:1-759
ACI40921.1:1-765	ASV61555.1:1-759
ACI40921.1:1-765	ASV61567.1:1-759
ACI40921.1:1-765	ASV61579.1:1-759
ACI40921.1:1-765	ASV61591.1:1-759
ACI40921.1:1-765	ASV61603.1:1-759
ACI40921.1:1-765	ASV61615.1:1-759
ACI40921.1:1-765	ASV61627.1:1-759
ACI40921.1:1-765	ASV61639.1:1-759
ACI40921.1:1-765	ASV61651.1:1-759
ACI40921.1:1-765	ASV61663.1:1-759
ACI40921.1:1-765	ASV61675.1:1-759
ACI40921.1:1-765	ASV61687.1:1-759
ACI40921.1:1-765	ASV61699.1:1-759
ACI40921.1:1-765	ASV61711.1:1-759
ACI40921.1:1-765	ASV61723.1:1-759
ACI40921.1:1-765	ASV61735.1:1-759
ACI40921.1:1-765	ASV61747.1:1-759
ACI40921.1:1-765	ASV61759.1:1-759
ACI40921.1:1-765	ASV61771.1:1-759
ACI40921.1:1-765	ASV61783.1:1-759
ACI40921.1:1-765	ASV61795.1:1-759
ACI40921.1:1-765	ASV61807.1:1-759
ACI40921.1:1-765	ASV61819.1:1-759
ACI40921.1:1-765	ASV61831.1:1-759
ACI40921.1:1-765	ASV61843.1:1-759
ACI40921.1:1-765	ASV61855.1:1-759
ACI40921.1:1-765	ASV61867.1:1-759
ACI40921.1:1-765	ASV61879.1:1-759
ACI40921.1:1-765	ASV61891.1:1-759
ACI40921.1:1-765	ASV61903.1:1-759
ACI40921.1:1-765	ASV61915.1:1-759
ACI40921.1:1-765	ASV61927.1:1-759
ACI40921.1:1-765	ASV61939.1:1-759
ACI40921.1:1-765	ASV61951.1:1-759
ACI40921.1:1-765	ASV61963.1:1-759
ACI40921.1:1-765	ASW34101.1:1-759
ACI40921.1:1-765	ASW34180.2:1-759
ACI40921.1:1-765	ASW34192.2:1-759
ACI40921.1:1-765	ASW34204.2:1-759
ACI40921.1:1-765	ASW34216.2:1-759
ACI40921.1:1-765	ASW34290.2:1-759
ACI40921.1:1-765	ASW34303.1:1-759
ACI40921.1:1-765	ASW34315.1:1-759
ACI40921.1:1-765	ASW34326.1:1-759
ACI40921.1:1-765	ASW34338.1:1-759
ACI40921.1:1-765	ASW34350.1:1-759
ACI40921.1:1-765	ASW34362.1:1-759
ACI40921.1:1-765	ASW34374.1:1-759
ACI40921.1:1-765	ASW34386.1:1-759
ACI40921.1:1-765	ASW34410.1:1-759
ACI40921.1:1-765	ASW34422.1:1-759
ACI40921.1:1-765	ASW34434.1:1-759
ACI40921.1:1-765	ASY98725.1:1-759
ACI40921.1:1-765	ASY98746.1:1-759
ACI40921.1:1-765	ASY98783.1:1-759
ACI40921.1:1-765	ASY98841.1:1-759
ACI40921.1:1-765	ASY98849.1:1-759
ACI40921.1:1-765	ASY98866.1:1-759
ACI40921.1:1-765	ASY98880.1:1-759
ACI40921.1:1-765	ASY98904.1:1-759
ACI40921.1:1-765	ASY98912.1:1-759
ACI40921.1:1-765	ASY98951.1:1-759
ACI40921.1:1-765	ASY98956.1:1-759
ACI40921.1:1-765	ASY98967.1:1-759
ACI40921.1:1-765	ASY98984.1:1-759
ACI40921.1:1-765	ASY99000.1:1-759
ACI40921.1:1-765	ASY99018.1:1-759
ACI40921.1:1-765	ASY99026.1:1-759
ACI40921.1:1-765	ASY99038.1:1-759
ACI40921.1:1-765	ASY99056.1:1-759
ACI40921.1:1-765	ASY99070.1:1-759
ACI40921.1:1-765	ASY99086.1:1-759
ACI40921.1:1-765	ASY99090.1:1-759
ACI40921.1:1-765	ASY99101.1:1-759
ACI40921.1:1-765	ASY99118.1:1-759
ACI40921.1:1-765	ASY99127.1:1-759
ACI40921.1:1-765	ASY99150.1:1-759
ACI40921.1:1-765	ASY99166.1:1-759
ACI40921.1:1-765	ASY99169.1:1-759
ACI40921.1:1-765	ASY99183.1:1-759
ACI40921.1:1-765	ASY99195.1:1-759
ACI40921.1:1-765	ASY99212.1:1-759
ACI40921.1:1-765	ASY99244.1:1-759
ACI40921.1:1-765	ASY99258.1:1-759
ACI40921.1:1-765	ASY99270.1:1-759
ACI40921.1:1-765	ASY99282.1:1-759
ACI40921.1:1-765	ASY99296.1:1-759
ACI40921.1:1-765	ASY99304.1:1-759
ACI40921.1:1-765	ASY99319.1:1-759
ACI40921.1:1-765	ASY99337.1:1-759
ACI40921.1:1-765	ASY99338.1:1-759
ACI40921.1:1-765	ASY99352.1:1-759
ACI40921.1:1-765	ASY99369.1:1-759
ACI40921.1:1-765	ASY99385.1:1-759
ACI40921.1:1-765	ASY99396.1:1-759
ACI40921.1:1-765	ASY99404.1:1-759
ACI40921.1:1-765	ASY99418.1:1-759
ACI40921.1:1-765	ASY99427.1:1-759
ACI40921.1:1-765	ASY99436.1:1-759
ACI40921.1:1-765	ASY99457.1:1-759
ACI40921.1:1-765	ASY99458.1:1-759
ACI40921.1:1-765	ASY99475.1:1-759
ACI40921.1:1-765	ASY99482.1:1-759
ACI40921.1:1-765	ASY99506.1:1-759
ACI40921.1:1-765	ASY99514.1:1-759
ACI40921.1:1-765	ASY99522.1:1-759
ACI40921.1:1-765	ASY99541.1:1-759
ACI40921.1:1-765	ASY99545.1:1-759
ACI40921.1:1-765	ASY99565.1:1-759
ACI40921.1:1-765	ASY99569.1:1-759
ACI40921.1:1-765	ASY99579.1:1-759
ACI40921.1:1-765	ASY99606.1:1-759
ACI40921.1:1-765	ASY99618.1:1-759
ACI40921.1:1-765	ASY99641.1:1-759
ACI40921.1:1-765	ASY99642.1:1-759
ACI40921.1:1-765	ASY99916.1:1-759
ACI40921.1:1-765	ASY99936.1:1-759
ACI40921.1:1-765	ASY99948.1:1-759
ACI40921.1:1-765	ATB53362.1:1-759
ACI40921.1:1-765	ATB53374.1:1-750
ACI40921.1:1-765	ATB53386.1:1-752
ACI40921.1:1-765	ATB53398.1:1-751
ACI40921.1:1-765	ATB53421.1:1-752
ACI40921.1:1-765	ATB53444.1:1-759
ACI40921.1:1-765	ATB53455.1:1-759
ACI40921.1:1-765	ATB53467.1:1-759
ACI40921.1:1-765	ATB53479.1:1-759
ACI40921.1:1-765	ATB53482.1:1-759
ACI40921.1:1-765	ATB53502.1:1-759
ACI40921.1:1-765	ATB53514.1:1-759
ACI40921.1:1-765	ATB53531.1:1-759
ACI40921.1:1-765	ATE48564.1:1-759
ACI40921.1:1-765	ATE48576.1:1-759
ACI40921.1:1-765	ATE48588.1:1-759
ACI40921.1:1-765	ATE48600.1:1-759
ACI40921.1:1-765	ATE48612.1:1-759
ACI40921.1:1-765	ATG84488.1:1-759
ACI40921.1:1-765	ATG84495.1:1-759
ACI40921.1:1-765	ATG84512.1:1-759
ACI40921.1:1-765	ATG84521.1:1-759
ACI40921.1:1-765	ATG84539.1:1-759
ACI40921.1:1-765	ATG84545.1:1-759
ACI40921.1:1-765	ATG84556.1:1-759
ACI40921.1:1-765	ATG84655.1:1-759
ACI40921.1:1-765	ATG84656.1:1-759
ACI40921.1:1-765	ATG84657.1:1-759
ACI40921.1:1-765	ATG84658.1:1-759
ACI40921.1:1-765	ATI21330.1:1-759
ACI40921.1:1-765	ATI21653.1:1-759
ACI40921.1:1-765	ATI25949.1:1-759
ACI40921.1:1-765	ATL63280.1:1-759
ACI40921.1:1-765	ATN44505.1:1-759
ACI40921.1:1-765	ATN44817.1:1-759
ACI40921.1:1-765	ATN44827.1:1-759
ACI40921.1:1-765	ATO94030.1:1-759
ACI40921.1:1-765	ATO94031.1:1-759
ACI40921.1:1-765	ATO94032.1:1-759
ACI40921.1:1-765	ATO94033.1:1-759
ACI40921.1:1-765	ATO94034.1:1-759
ACI40921.1:1-765	ATO98061.1:1-759
ACI40921.1:1-765	ATO98072.1:1-759
ACI40921.1:1-765	ATO98083.1:1-759
ACI40921.1:1-765	ATO98095.1:1-759
ACI40921.1:1-765	ATP16203.1:1-759
ACI40921.1:1-765	ATP16881.1:1-759
ACI40921.1:1-765	ATP16893.1:1-759
ACI40921.1:1-765	ATP16905.1:1-759
ACI40921.1:1-765	ATP16917.1:1-759
ACI40921.1:1-765	ATP60732.1:1-759
ACI40921.1:1-765	ATP60785.1:1-759
ACI40921.1:1-765	ATP60818.1:1-759
ACI40921.1:1-765	ATP60824.1:1-759
ACI40921.1:1-765	ATP60826.1:1-759
ACI40921.1:1-765	ATP60833.1:1-759
ACI40921.1:1-765	ATP60860.1:1-759
ACI40921.1:1-765	ATP60865.1:1-759
ACI40921.1:1-765	ATP60909.1:1-759
ACI40921.1:1-765	ATP60917.1:1-759
ACI40921.1:1-765	ATP60974.1:1-759
ACI40921.1:1-765	ATP60977.1:1-759
ACI40921.1:1-765	ATP60989.1:1-759
ACI40921.1:1-765	ATP60990.1:1-759
ACI40921.1:1-765	ATP61002.1:1-759
ACI40921.1:1-765	ATP61047.1:1-759
ACI40921.1:1-765	ATP61059.1:1-759
ACI40921.1:1-765	ATP61071.1:1-759
ACI40921.1:1-765	ATP61092.1:1-759
ACI40921.1:1-765	ATP61096.1:1-759
ACI40921.1:1-765	ATP61112.1:1-759
ACI40921.1:1-765	ATP61131.1:1-759
ACI40921.1:1-765	ATP61161.1:1-759
ACI40921.1:1-765	ATP61175.1:1-759
ACI40921.1:1-765	ATP61234.1:1-759
ACI40921.1:1-765	ATP61236.1:1-759
ACI40921.1:1-765	ATP61252.1:1-759
ACI40921.1:1-765	ATP61264.1:1-759
ACI40921.1:1-765	ATQ38875.1:1-759
ACI40921.1:1-765	ATQ38887.1:1-759
ACI40921.1:1-765	ATQ38899.1:1-759
ACI40921.1:1-765	ATQ38951.1:1-759
ACI40921.1:1-765	ATQ38963.1:1-759
ACI40921.1:1-765	ATQ38975.1:1-759
ACI40921.1:1-765	ATQ38987.1:1-759
ACI40921.1:1-765	ATQ38999.1:1-759
ACI40921.1:1-765	ATW74934.1:1-759
ACI40921.1:1-765	ATW74962.1:1-759
ACI40921.1:1-765	ATY41012.1:1-759
ACI40921.1:1-765	ATY41030.1:1-759
ACI40921.1:1-765	ATY41042.1:1-759
ACI40921.1:1-765	ATY41055.1:1-759
ACI40921.1:1-765	ATY41067.1:1-759
